	#	Owner	Build name	Sets	Crit RatioCrit ValueCrit RateCrit DMG	Max HP	ATK	DEF	EM	ER%	Unnamed: 10
2722	123266	ASIAPing	Hu Tao	22.0	32.2 : 261.0 160.9 cv	40504	2183	994	0	111.0%	27668
2723	123267	ASIAAtticus	Hu Tao	4.0	20.9 : 295.2 172.5 cv	32709	1858	1039	93	122.0%	27667
2724	123268	EUDiala	Hu Tao	4.0	29.9 : 243.9 139.2 cv	31915	2027	1105	187	137.6%	27667
2725	123269	ASIARaivehart	Hu Tao	4.0	20.6 : 296.8 173.3 cv	33197	1835	1115	96	124.6%	27667
2726	123270	NAForzelotte	Hu Tao	4.0	48.5 : 193.4 125.9 cv	27305	1970	1080	16	121.4%	27666
2727	123271	NAReika	Hu Tao	22.0	43.9 : 287.5 210.7 cv	31168	1794	1202	58	128.5%	27665
2728	123272	EUбapaбameнь	Hu Tao	2.0	61.4 : 211.3 169.5 cv	29868	1706	1015	229	100.0%	27665
2729	123273	NAsoup	Hu Tao	4.0	25.6 : 249.4 136.1 cv	27621	1725	1045	187	123.3%	27664
2730	123274	ASIAㅤDana	Hu Tao	4.0	15.5 : 271.9 138.3 cv	31108	1736	1026	269	132.4%	27663
2731	123275	NAмилфа	Hu Tao	22.0	57.9 : 212.0 163.2 cv	26578	2235	1174	0	106.5%	27662
2732	123276	EUballs24	Hu Tao	2.0	57.9 : 228.4 179.6 cv	32689	1747	1266	167	100.0%	27662
2733	123277	NAsoapunny	Hu Tao	4.0	18.6 : 196.5 69.2 cv	41317	2060	939	121	106.5%	27661
2734	123278	EUня.	Hu Tao	4.0	24.8 : 291.4 176.5 cv	33494	1962	1050	23	114.9%	27661
2735	123279	NADee	Hu Tao	22.0	36.9 : 261.8 171.0 cv	30896	1683	961	121	120.0%	27661
2736	123280	NAREEETHAN	Hu Tao	4.0	30.7 : 239.3 136.0 cv	39859	2212	986	98	120.7%	27660
2737	123281	ASIAEi-stan	Hu Tao	4.0	45.8 : 250.9 178.0 cv	38177	2007	1145	0	120.1%	27660
2738	123282	EUmuwv	Hu Tao	4.0	45.3 : 194.2 120.2 cv	32339	2414	934	82	100.0%	27659
2739	123283	ASIASatella	Hu Tao	4.0	42.3 : 267.3 187.4 cv	34433	2104	956	19	112.3%	27659
2740	123284	EUJelan	Hu Tao	22.0	35.7 : 282.0 188.9 cv	34520	1689	973	65	153.0%	27658
2741	123285	ASIAYvae	Hu Tao	4.0	19.0 : 299.1 172.6 cv	33434	1828	983	114	109.1%	27658
2742	123286	NA:)	Hu Tao	2.0	52.8 : 275.0 216.1 cv	39979	1840	1028	37	120.7%	27657
2743	123287	ASIAたけ	Hu Tao	2.0	75.0 : 243.1 228.5 cv	28000	2291	1057	0	109.1%	27657
2744	123288	EUmisha	Hu Tao	4.0	20.6 : 256.4 132.9 cv	36215	1922	1027	84	110.4%	27656
2745	123289	ASIA캬	Hu Tao	4.0	45.0 : 167.0 92.5 cv	33047	2091	1473	196	130.5%	27654
2746	123290	NALuminos	Hu Tao	2.0	25.2 : 280.5 166.3 cv	35277	1890	966	133	114.2%	27653
2747	123291	ASIA이상	Hu Tao	2.0	47.5 : 175.5 106.0 cv	33884	1901	1198	95	100.0%	27653
2748	123292	ASIAereh	Hu Tao	4.0	41.9 : 296.8 216.1 cv	33317	2123	1067	0	100.0%	27653
2749	123293	EUEmma	Hu Tao	2.0	46.2 : 243.9 171.8 cv	33393	1717	1066	37	122.0%	27652
2750	123294	EUFabi	Hu Tao	4.0	15.5 : 272.7 139.1 cv	36523	2023	911	117	111.0%	27652
2751	123295	ASIAKarok	Hu Tao	4.0	21.7 : 302.2 181.1 cv	33863	1803	1152	72	100.0%	27650
2752	123296	NAHempy	Hu Tao	4.0	21.3 : 299.1 177.2 cv	35152	1888	1005	51	100.0%	27650
2753	123297	NAэмиэль	Hu Tao	22.0	41.6 : 270.4 188.9 cv	26903	2129	1154	37	100.0%	27650
2754	123298	ASIAαɾτ✿	Hu Tao	4.0	28.3 : 292.9 185.0 cv	26296	1865	979	339	111.0%	27649
2755	123299	ASIADetterShiroko	Hu Tao	2.0	57.1 : 222.9 172.6 cv	33300	1735	1117	0	134.3%	27649
2756	123300	NANat	Hu Tao	4.0	30.3 : 292.9 188.9 cv	31407	1739	1193	23	115.5%	27648
2757	123301	ASIANakshatra	Hu Tao	4.0	62.0 : 162.3 121.8 cv	33091	1776	1170	0	131.7%	27648
2758	123302	NARay	Hu Tao	22.0	27.6 : 269.6 160.1 cv	30690	1896	916	173	148.6%	27648
2759	123303	NA프라이스	Hu Tao	4.0	23.7 : 300.7 183.4 cv	31624	1855	1079	65	111.0%	27647
2760	123304	ASIA콜다아아아앙	Hu Tao	4.0	38.4 : 257.2 169.5 cv	39730	1951	1044	42	112.3%	27647
2761	123305	EULullaby	Hu Tao	4.0	33.4 : 253.3 155.5 cv	34221	1796	1099	0	142.1%	27646
2762	123306	EUDaki	Hu Tao	2.0	66.8 : 175.5 144.6 cv	25525	2061	1341	99	111.7%	27643
2763	123307	ASIA피타는노력	Hu Tao	2.0	36.9 : 261.8 171.1 cv	30690	1731	1020	176	157.6%	27643
2764	123308	ASIA륶가놈	Hu Tao	4.0	46.6 : 289.8 218.4 cv	31706	1762	1219	35	112.3%	27642
2765	123309	EUkyky	Hu Tao	2.0	61.8 : 255.6 214.6 cv	26564	1556	1090	23	157.6%	27642
2766	123310	NAartcat	Hu Tao	4.0	15.9 : 173.2 40.4 cv	37934	2200	1001	159	116.8%	27642
2767	123311	NAFeri	Hu Tao	4.0	45.8 : 268.0 195.1 cv	37303	1754	986	16	137.6%	27641
2768	123312	NATrashkanan	Hu Tao	4.0	38.3 : 193.4 105.5 cv	31009	1824	1052	105	123.3%	27641
2769	123313	EUSher	Hu Tao	22.0	35.7 : 230.0 136.8 cv	34589	1967	1106	82	118.1%	27639
2770	123314	EUБульбик	Hu Tao	4.0	25.6 : 271.9 158.6 cv	26813	1934	950	117	136.3%	27638
2771	123315	ASIA충이	Hu Tao	4.0	14.7 : 270.4 135.3 cv	34555	1875	1054	189	110.4%	27637
2772	123316	EUАй	Hu Tao	2.0	31.8 : 299.9 199.0 cv	31953	1864	927	79	112.3%	27637
2773	123317	EUAraЛинхо	Hu Tao	22.0	31.4 : 281.2 179.6 cv	36304	2023	1058	37	106.5%	27635
2774	123318	EUFaisal	Hu Tao	4.0	24.4 : 298.0 182.3 cv	26996	2008	952	84	106.5%	27632
2775	123319	ASIA砂雀	Hu Tao	2.0	59.4 : 203.5 157.8 cv	32413	1776	1151	16	131.7%	27632
2776	123320	ASIATrà	Hu Tao	22.0	42.7 : 253.2 174.1 cv	32639	1960	1078	21	110.4%	27631
2777	123321	ASIANasha	Hu Tao	4.0	21.7 : 268.8 147.7 cv	37025	1837	1137	63	110.4%	27631
2778	123322	EUDream	Hu Tao	4.0	27.2 : 279.7 169.5 cv	34459	1859	1141	16	116.2%	27631
2779	123323	NAMiguel	Hu Tao	4.0	26.8 : 269.6 158.6 cv	30899	1913	1138	58	120.1%	27630
2780	123324	NAPaddle	Hu Tao	4.0	26.0 : 276.6 164.0 cv	32729	1804	1178	58	122.0%	27630
2781	123325	ASIA蛍	Hu Tao	4.0	41.9 : 212.1 131.4 cv	25205	2002	1040	44	148.6%	27630
2782	123326	EUchugun	Hu Tao	4.0	42.7 : 286.7 207.6 cv	23742	1586	1214	37	157.6%	27630
2783	123327	EUYuushin	Hu Tao	2.0	43.5 : 275.0 197.4 cv	39984	1851	1039	187	100.0%	27629
2784	123328	EUAsunyya	Hu Tao	4.0	30.3 : 202.0 97.9 cv	33852	2077	876	44	153.1%	27628
2785	123329	EUчипс	Hu Tao	4.0	23.7 : 288.2 171.0 cv	41655	1982	985	142	131.7%	27627
2786	123330	NAYuki	Hu Tao	4.0	23.7 : 257.2 139.9 cv	32818	2077	1022	56	100.0%	27627
2787	123331	EUOggy	Hu Tao	4.0	50.9 : 215.9 153.1 cv	34094	1715	1077	105	127.2%	27626
2788	123332	NACeansyr	Hu Tao	22.0	20.9 : 281.2 158.6 cv	29269	1872	876	383	115.5%	27625
2789	123333	EUDarkberry	Hu Tao	4.0	27.9 : 289.0 180.3 cv	34045	1778	1204	16	121.4%	27625
2790	123334	ASIAteck	Hu Tao	4.0	42.3 : 172.7 92.8 cv	36325	1830	926	13	134.3%	27625
2791	123335	ASIAmel<3	Hu Tao	4.0	24.4 : 249.4 133.7 cv	35156	1985	1065	47	110.4%	27624
2792	123336	EUJhago7	Hu Tao	4.0	21.3 : 265.7 143.8 cv	35458	1871	1124	82	104.5%	27622
2793	123337	NADeity	Hu Tao	4.0	41.1 : 192.6 110.2 cv	27026	2121	1125	40	106.5%	27621
2794	123338	ASIAMiD_Raii	Hu Tao	4.0	51.7 : 197.3 136.0 cv	28686	1664	1079	23	201.0%	27621
2795	123339	NAice_bear	Hu Tao	4.0	34.9 : 236.2 141.5 cv	26248	1972	1162	61	149.2%	27620
2796	123340	EUNagi	Hu Tao	4.0	42.7 : 269.6 190.5 cv	26067	1742	1209	0	157.0%	27620
2797	123341	ASIA焼きパン	Hu Tao	22.0	38.8 : 282.8 195.9 cv	37214	1953	959	23	110.4%	27616
2798	123342	EUAnshin	Hu Tao	2.0	67.6 : 188.7 159.4 cv	28484	2187	955	0	122.7%	27615
2799	123343	NABrooke	Hu Tao	4.0	24.8 : 296.8 181.9 cv	34729	1759	1046	37	109.7%	27614
2800	123344	EUhepded	Hu Tao	4.0	24.4 : 289.8 174.1 cv	34610	1762	1116	49	114.2%	27614
2801	123345	EUAkali	Hu Tao	22.0	26.0 : 310.8 198.2 cv	34705	1738	1316	124	100.0%	27614
2802	123346	ASIASirRender	Hu Tao	4.0	29.1 : 204.3 98.0 cv	34344	2245	1025	21	135.6%	27613
2803	123347	ASIAyouren	Hu Tao	4.0	26.0 : 276.6 164.0 cv	35791	1762	942	33	149.9%	27613
2804	123348	ASIAIlyukhin	Hu Tao	4.0	24.8 : 283.6 168.7 cv	32141	1796	1099	72	117.5%	27612
2805	123349	NAPoyzin	Hu Tao	22.0	29.1 : 174.8 68.4 cv	46408	2107	920	84	131.7%	27612
2806	123350	EUJohnnyKaime	Hu Tao	2.0	59.8 : 198.1 153.1 cv	32680	2066	1040	23	126.6%	27611
2807	123351	EUКочан	Hu Tao	4.0	27.9 : 190.3 81.6 cv	25891	2484	1073	96	146.6%	27611
2808	123352	EURyu182	Hu Tao	4.0	24.4 : 259.5 143.8 cv	33178	1868	918	77	139.5%	27610
2809	123353	EUMariuszKakashi	Hu Tao	4.0	23.7 : 270.4 153.1 cv	34905	1673	936	91	143.4%	27610
2810	123354	NARemplicity	Hu Tao	4.0	27.6 : 264.9 155.5 cv	32467	1629	1254	105	125.9%	27610
2811	123355	EUoikawa	Hu Tao	4.0	31.1 : 312.3 209.9 cv	25213	2106	964	0	105.8%	27609
2812	123356	NAPostwar_a	Hu Tao	2.0	32.2 : 299.1 199.0 cv	32561	2096	918	35	110.4%	27609
2813	123357	ASIAlaura	Hu Tao	4.0	30.3 : 241.6 137.6 cv	33549	1830	1141	40	129.8%	27609
2814	123358	ASIAマス	Hu Tao	2.0	66.8 : 277.3 246.4 cv	33497	1874	1477	63	111.0%	27608
2815	123359	EUSwapty	Hu Tao	2.0	40.0 : 296.0 211.5 cv	36152	1705	1112	0	121.4%	27607
2816	123360	EUSAVXNNXH	Hu Tao	4.0	41.2 : 255.6 173.3 cv	32049	2158	953	63	137.6%	27607
2817	123361	NAartydisliker1	Hu Tao	4.0	27.9 : 236.2 127.5 cv	31587	1754	981	107	121.4%	27606
2818	123362	NANinon	Hu Tao	4.0	26.8 : 278.9 167.9 cv	31985	1889	1320	42	115.5%	27606
2819	123363	ASIA노바	Hu Tao	4.0	17.4 : 289.0 159.3 cv	32461	2050	920	308	105.8%	27606
2820	123364	EUquasar	Hu Tao	4.0	41.6 : 285.9 204.5 cv	34370	2159	978	0	123.3%	27605
2821	123365	NAShandisAhri	Hu Tao	4.0	34.2 : 214.1 117.8 cv	32239	1817	1001	56	111.0%	27605
2822	123366	EUKyoshin	Hu Tao	4.0	12.4 : 195.0 55.2 cv	40385	1948	1185	203	109.1%	27603
2823	123367	ASIAKoharu★	Hu Tao	4.0	45.8 : 225.3 152.3 cv	32945	2086	1013	72	120.7%	27603
2824	123368	NAKeira	Hu Tao	4.0	24.1 : 291.4 174.9 cv	33100	1793	1133	63	128.5%	27603
2825	123369	ASIA찍찍해햄찌	Hu Tao	4.0	24.4 : 220.6 104.9 cv	32688	2228	1164	236	105.8%	27603
2826	123370	ASIAHyperDGA	Hu Tao		43.5 : 267.3 189.7 cv	32739	1758	916	75	134.3%	27602
2827	123371	NAAiden	Hu Tao	4.0	22.5 : 290.6 171.0 cv	35515	1997	954	23	129.2%	27601
2828	123372	EUColgateTotal	Hu Tao	4.0	11.6 : 292.1 150.8 cv	36901	1783	991	217	110.4%	27600
2829	123373	ASIAnoat.409	Hu Tao	4.0	19.0 : 292.9 166.3 cv	36246	1721	916	105	145.3%	27600
2830	123374	EUBananyan	Hu Tao	22.0	21.3 : 303.0 181.1 cv	30088	1929	940	304	100.0%	27600
2831	123375	NAcallie	Hu Tao	4.0	21.7 : 273.5 152.4 cv	37678	1894	876	42	116.8%	27598
2832	123376	ASIAValfung	Hu Tao		78.1 : 236.9 228.5 cv	27097	2292	927	61	111.0%	27597
2833	123377	ASIA「Meiro」	Hu Tao	2.0	42.7 : 267.2 188.1 cv	25392	2083	985	105	100.0%	27597
2834	123378	EUhohoyoo	Hu Tao		57.5 : 172.4 122.8 cv	28296	1715	1293	203	109.7%	27597
2835	123379	ASIAにか	Hu Tao	4.0	34.9 : 296.0 201.3 cv	34358	2090	913	56	105.8%	27596
2836	123380	EUmolodoj	Hu Tao	4.0	28.7 : 289.8 182.7 cv	27662	1994	1023	37	119.4%	27596
2837	123381	ASIAあかしろ	Hu Tao	2.0	30.3 : 253.3 149.3 cv	28335	1753	1063	229	122.0%	27594
2838	123382	EUsterbehilfe	Hu Tao	2.0	58.7 : 215.2 167.9 cv	32504	1604	940	75	111.0%	27594
2839	123383	ASIAChiyukiタマモ	Hu Tao	4.0	41.5 : 220.6 139.1 cv	38260	2218	1023	40	117.5%	27592
2840	123384	NAboo	Hu Tao	2.0	49.7 : 252.5 187.3 cv	38475	1973	964	82	118.1%	27592
2841	123385	NAMorax	Hu Tao	4.0	18.2 : 282.0 153.9 cv	26030	1878	1049	250	100.0%	27592
2842	123386	EUZAZAN	Hu Tao	4.0	28.7 : 250.2 143.0 cv	35508	1998	1107	0	100.0%	27591
2843	123387	EUlumine	Hu Tao	22.0	31.1 : 270.4 167.9 cv	33889	1892	1121	93	118.1%	27591
2844	123388	EUA-J	Hu Tao	4.0	24.1 : 300.7 184.2 cv	32911	1655	1013	82	125.3%	27591
2845	123389	NATurtles	Hu Tao	2.0	50.9 : 261.1 198.3 cv	32647	1677	1035	0	106.5%	27590
2846	123390	NADarkkin	Hu Tao	4.0	15.1 : 293.7 159.3 cv	37267	1810	892	135	129.8%	27590
2847	123391	ASIAshinci	Hu Tao	22.0	36.1 : 230.7 138.3 cv	36634	1908	1069	107	120.5%	27590
2848	123392	EUKiwi	Hu Tao	22.0	38.1 : 252.5 164.0 cv	32759	1851	1138	70	123.9%	27590
2849	123393	NAHeatley	Hu Tao	4.0	14.3 : 314.6 178.7 cv	33682	1970	1057	133	117.5%	27589
2850	123394	ASIAJuus	Hu Tao	4.0	33.8 : 238.5 141.5 cv	33509	1781	1022	21	134.3%	27589
2851	123395	ASIAAmia	Hu Tao	4.0	21.3 : 275.8 153.9 cv	38562	1764	983	56	117.5%	27588
2852	123396	NAtae	Hu Tao	4.0	26.0 : 248.6 136.1 cv	32214	1742	1167	107	116.8%	27587
2853	123397	NAAlmightyShogun	Hu Tao	22.0	36.1 : 267.7 175.3 cv	26702	2006	1063	107	115.5%	27586
2854	123398	NALawliet	Hu Tao	4.0	29.9 : 272.7 167.9 cv	33799	1879	1136	0	129.2%	27585
2855	123399	ASIAДэмиург	Hu Tao	22.0	52.4 : 259.5 199.8 cv	26396	2017	1168	0	127.9%	27584
2856	123400	ASIAMiDoRe	Hu Tao	4.0	13.9 : 292.9 156.2 cv	36541	1773	957	175	109.7%	27584
2857	123401	EUGodSunNika	Hu Tao	4.0	27.2 : 269.6 159.4 cv	33494	1828	966	40	151.2%	27583
2858	123402	ASIAサオ―	Hu Tao	4.0	24.1 : 216.8 100.3 cv	33889	1982	1311	100	109.7%	27583
2859	123403	NASILVER	Hu Tao	4.0	27.6 : 298.4 188.9 cv	33150	1697	1129	33	131.7%	27582
2860	123404	ASIAそまるんるん	Hu Tao	22.0	33.0 : 262.6 164.0 cv	28867	1810	920	159	133.0%	27582
2861	123405	ASIAezio	Hu Tao	4.0	27.6 : 281.3 171.8 cv	34211	1818	1127	19	127.9%	27582
2862	123406	ASIAJin-Woo	Hu Tao	4.0	22.1 : 292.1 171.8 cv	36198	1830	1018	80	125.3%	27582
2863	123407	ASIAモラ・ガアル	Hu Tao	4.0	34.6 : 215.9 120.5 cv	35778	2286	876	89	122.0%	27582
2864	123408	EUAzzu	Hu Tao	4.0	26.4 : 272.7 160.9 cv	37588	1863	1052	0	111.7%	27581
2865	123409	EUYuu	Hu Tao	4.0	28.3 : 242.4 134.5 cv	28171	2054	950	77	134.3%	27581
2866	123410	ASIA月	Hu Tao	4.0	29.5 : 265.7 160.1 cv	31706	2130	1053	0	129.8%	27581
2867	123411	NAJaspy	Hu Tao	4.0	55.5 : 236.1 182.7 cv	31743	1646	1030	75	100.0%	27579
2868	123412	ASIA沙花叉	Hu Tao	4.0	65.7 : 204.3 171.0 cv	28199	2259	1034	0	110.4%	27578
2869	123413	NALoneCherry	Hu Tao	4.0	38.8 : 292.9 206.0 cv	35582	1766	1017	63	116.2%	27578
2870	123414	ASIAStype	Hu Tao	4.0	35.7 : 244.6 151.5 cv	31864	1850	1094	156	105.2%	27577
2871	123415	EUIC	Hu Tao	4.0	20.6 : 264.9 141.5 cv	32124	2024	922	96	116.2%	27577
2872	123416	NANOBLE	Hu Tao	4.0	42.7 : 226.8 147.7 cv	43974	2033	939	0	128.5%	27577
2873	123417	EUTMZozo	Hu Tao	2.0	50.5 : 222.2 158.6 cv	32274	1917	1069	19	133.0%	27576
2874	123418	EUclaude	Hu Tao	22.0	40.0 : 180.2 95.6 cv	41581	2053	956	42	145.3%	27576
2875	123419	ASIABar	Hu Tao	2.0	52.4 : 229.2 169.5 cv	30699	1578	963	65	106.5%	27576
2876	123420	NAMr.likemen	Hu Tao	4.0	24.4 : 278.9 163.2 cv	31676	1846	1038	77	134.3%	27575
2877	123421	NACat	Hu Tao	4.0	20.9 : 282.8 160.1 cv	39720	1979	1058	16	122.7%	27575
2878	123422	ASIAZizoNgủQuên	Hu Tao	4.0	22.9 : 276.6 157.8 cv	34532	1781	1132	77	100.0%	27575
2879	123423	ASIAHUTAO	Hu Tao	4.0	22.9 : 300.7 181.9 cv	35266	1833	978	37	118.1%	27575
2880	123424	ASIABaifern	Hu Tao	4.0	24.1 : 286.7 170.2 cv	32154	1874	976	63	116.8%	27574
2881	123425	EUFoogled	Hu Tao	4.0	27.2 : 275.8 165.6 cv	31557	1766	1174	65	134.3%	27574
2882	123426	EUMegaNoelle.de	Hu Tao	4.0	26.8 : 281.2 170.2 cv	31885	1827	920	49	144.0%	27574
2883	123427	NARikamiri	Hu Tao	4.0	24.4 : 299.1 183.4 cv	33616	1808	978	42	117.5%	27572
2884	123428	EUAkillia	Hu Tao	4.0	18.6 : 193.4 66.1 cv	28464	1692	1061	397	111.7%	27570
2885	123429	EUrclb	Hu Tao	4.0	26.8 : 280.5 169.4 cv	33180	1816	1213	40	100.0%	27569
2886	123430	NAmoon	Hu Tao	4.0	32.2 : 267.3 167.1 cv	33934	1815	1218	187	115.5%	27569
2887	123431	ASIAanasan	Hu Tao	4.0	51.7 : 184.9 123.6 cv	27395	1632	1088	65	151.2%	27567
2888	123432	ASIAShaun	Hu Tao	2.0	59.8 : 204.3 159.4 cv	33247	1523	932	42	112.3%	27567
2889	123433	NADarkyogu	Hu Tao	4.0	25.2 : 266.5 152.4 cv	37783	1969	1152	0	100.0%	27567
2890	123434	ASIAYunaaa	Hu Tao	4.0	18.6 : 301.4 174.1 cv	33791	1960	1024	82	104.5%	27566
2891	123435	ASIAAngst	Hu Tao	4.0	25.6 : 277.4 164.0 cv	36098	1977	934	0	109.7%	27566
2892	123436	NACharlieSprig	Hu Tao	4.0	31.4 : 235.4 133.7 cv	23443	1698	1166	210	150.5%	27566
2893	123437	ASIAwan	Hu Tao	4.0	33.0 : 298.3 199.8 cv	41136	1844	1008	44	125.3%	27564
2894	123438	NATrevor	Hu Tao	4.0	22.9 : 245.5 126.7 cv	28270	1634	1134	248	146.0%	27564
2895	123439	EUsimp	Hu Tao	22.0	24.1 : 249.4 132.9 cv	34873	1806	1166	206	118.1%	27564
2896	123440	ASIAゆうと	Hu Tao	4.0	37.3 : 288.2 198.2 cv	35309	2032	1175	42	117.5%	27563
2897	123441	EUKuru/Alice	Hu Tao	2.0	30.7 : 293.7 190.5 cv	33864	1843	1038	79	105.2%	27563
2898	123442	ASIAcợưgnịbnêT	Hu Tao	4.0	18.6 : 275.8 148.5 cv	36997	1923	1058	79	116.2%	27563
2899	123443	NADavid	Hu Tao	4.0	27.9 : 299.9 191.2 cv	32918	1760	1224	19	100.0%	27562
2900	123444	EUBezzybik	Hu Tao	4.0	23.3 : 301.5 183.5 cv	32303	1748	936	79	124.6%	27562
2901	123445	NAHaon	Hu Tao	4.0	53.2 : 175.5 117.4 cv	25976	1779	1114	61	116.2%	27562
2902	123446	NACathak	Hu Tao	4.0	50.5 : 167.0 103.4 cv	36835	2291	876	56	126.6%	27562
2903	123447	ASIAharbinger	Hu Tao	4.0	26.4 : 271.9 160.1 cv	42707	1912	1042	124	117.5%	27561
2904	123448	NAyoonuua	Hu Tao	4.0	32.2 : 285.9 185.8 cv	39446	1957	1084	65	100.0%	27561
2905	123449	ASIA聖	Hu Tao		55.9 : 211.3 158.6 cv	33884	1732	920	61	105.2%	27560
2906	123450	NAHiro	Hu Tao	22.0	52.4 : 168.5 108.8 cv	34458	1876	1065	116	136.0%	27560
2907	123451	NAArgios	Hu Tao	22.0	38.1 : 239.3 150.8 cv	24162	1716	1046	322	116.2%	27560
2908	123452	ASIAQuýt-Umiko	Hu Tao	2.0	51.7 : 232.3 171.0 cv	27395	1934	1207	248	100.0%	27559
2909	123453	EUOski	Hu Tao	4.0	47.8 : 219.8 150.8 cv	32380	2162	1327	58	100.0%	27559
2910	123454	NARandyMoon	Hu Tao	4.0	22.9 : 272.7 153.9 cv	35003	1797	1066	72	111.0%	27558
2911	123455	NAkash	Hu Tao	4.0	34.9 : 268.0 173.4 cv	32739	1691	1183	0	133.7%	27557
2912	123456	NAren	Hu Tao	4.0	14.7 : 305.3 170.2 cv	32049	1821	1003	203	110.4%	27556
2913	123457	EUlyzzaryz	Hu Tao	4.0	20.9 : 278.1 155.5 cv	26799	1747	1055	227	137.6%	27555
2914	123458	ASIANora	Hu Tao	4.0	17.8 : 303.8 174.9 cv	35520	1774	1058	110	111.7%	27555
2915	123459	NAPineapple	Hu Tao	22.0	24.4 : 287.5 171.8 cv	33228	1905	940	154	138.9%	27554
2916	123460	ASIAXylorD	Hu Tao	2.0	37.3 : 278.9 188.9 cv	32467	1924	1066	37	114.2%	27554
2917	123461	ASIABenimaru	Hu Tao	2.0	41.6 : 296.8 215.4 cv	29994	1996	936	0	110.4%	27554
2918	123462	ASIA은발벽안미소녀	Hu Tao	4.0	48.2 : 198.8 130.6 cv	38017	2246	1131	23	105.2%	27553
2919	123463	NAAlex	Hu Tao	2.0	34.2 : 287.5 191.2 cv	32191	1784	959	79	118.8%	27552
2920	123464	NAtunA	Hu Tao	2.0	39.6 : 290.6 205.2 cv	35997	2105	876	0	118.1%	27552
2921	123465	EUмяу	Hu Tao	22.0	25.2 : 266.5 152.4 cv	34860	1957	1050	138	118.8%	27552
2922	123466	EUJacopo	Hu Tao	4.0	22.1 : 289.8 169.5 cv	34132	1889	1003	58	105.8%	27551
2923	123467	EUNescafeAlgeria	Hu Tao	22.0	33.0 : 264.9 166.4 cv	35160	1861	978	72	149.9%	27551
2924	123468	ASIAShinova	Hu Tao	22.0	29.5 : 274.3 168.7 cv	37054	1950	1041	117	115.5%	27551
2925	123469	NAKozak	Hu Tao	2.0	45.8 : 292.1 219.2 cv	31437	1730	1084	0	111.7%	27550
2926	123470	NASox	Hu Tao	4.0	33.8 : 289.0 192.0 cv	36206	2186	996	23	117.5%	27550
2927	123471	NASkywalker	Hu Tao	2.0	34.2 : 276.6 180.3 cv	33437	1764	1016	82	127.9%	27550
2928	123472	NAMythic	Hu Tao	4.0	26.4 : 275.8 164.0 cv	33096	1713	1120	65	137.6%	27548
2929	123473	NASusie	Hu Tao	2.0	55.9 : 226.8 174.1 cv	31497	2173	950	114	118.1%	27548
2930	123474	EUКума	Hu Tao		49.7 : 212.0 146.9 cv	33247	1716	1411	110	104.5%	27548
2931	123475	NABenjamin	Hu Tao	4.0	18.2 : 277.4 149.2 cv	36518	1869	1083	98	105.2%	27547
2932	123476	ASIAbignig	Hu Tao	4.0	43.0 : 197.3 118.7 cv	31809	1715	1065	34	124.8%	27547
2933	123477	NALittleBig	Hu Tao	4.0	20.6 : 276.6 153.1 cv	31202	1987	1047	107	125.3%	27546
2934	123478	EUClownLaplace	Hu Tao	4.0	17.4 : 316.2 186.5 cv	35944	1781	969	98	105.8%	27546
2935	123479	ASIAまめきち	Hu Tao	4.0	50.1 : 195.7 131.4 cv	25402	2066	1510	0	117.5%	27545
2936	123480	NANetuno	Hu Tao	4.0	68.8 : 174.0 146.9 cv	32231	1672	1046	100	104.5%	27545
2937	123481	EULanyr	Hu Tao	4.0	21.3 : 261.8 139.9 cv	35181	2006	1036	63	111.0%	27544
2938	123482	EUnvrlxved	Hu Tao		35.7 : 325.5 232.4 cv	32035	1661	939	98	111.0%	27544
2939	123483	EUSerena	Hu Tao	2.0	34.9 : 267.3 172.6 cv	35224	2013	911	79	109.1%	27544
2940	123485	ASIAChan	Hu Tao	4.0	22.1 : 306.1 185.8 cv	34114	1789	987	61	112.3%	27543
2941	123486	EUcopium	Hu Tao	4.0	24.8 : 297.6 182.7 cv	33845	1772	1004	42	125.2%	27541
2942	123487	EUButler	Hu Tao	4.0	44.3 : 192.6 116.6 cv	32094	2241	927	103	128.5%	27539
2943	123488	ASIAえす	Hu Tao	4.0	31.4 : 278.9 177.2 cv	33315	1772	1061	0	145.3%	27538
2944	123489	NAMookachu	Hu Tao	22.0	38.4 : 268.8 181.1 cv	37721	1724	1141	21	111.0%	27538
2945	123490	EUHuā	Hu Tao	4.0	14.7 : 233.0 97.9 cv	29788	2032	971	264	126.5%	27538
2946	123491	EUEagleA123	Hu Tao	2.0	38.4 : 293.7 206.0 cv	32214	1868	946	23	109.7%	27538
2947	123492	ASIABusterious	Hu Tao	4.0	24.1 : 284.4 167.9 cv	32766	1719	1188	86	120.7%	27536
2948	123493	EUBeJlb3eByJl	Hu Tao	4.0	27.6 : 281.3 171.8 cv	33681	1729	1020	37	134.3%	27536
2949	123494	ASIAChibiRuby	Hu Tao	4.0	21.7 : 300.6 179.5 cv	31198	1937	1026	77	111.0%	27535
2950	123495	EUTenagi	Hu Tao	4.0	17.8 : 227.6 98.7 cv	36931	2043	972	114	112.3%	27534
2951	123496	ASIAFlashu(>///<)	Hu Tao	4.0	27.6 : 294.5 185.0 cv	31557	1799	1212	35	100.0%	27533
2952	123497	ASIAShinunoga	Hu Tao	4.0	40.0 : 295.2 210.7 cv	31706	2046	1000	42	126.6%	27532
